epoch,accuracy,loss,lr,top5,val_accuracy,val_loss,val_top5
0,0.4832049310207367,2.019771099090576,0.001,0.8527581095695496,0.8612229824066162,0.47967925667762756,0.9952398538589478
1,0.7379969358444214,0.9579952359199524,0.001,0.9891525506973267,0.8869766592979431,0.3915989398956299,0.9968265295028687
2,0.796754002571106,0.7686423659324646,0.001,0.9918849468231201,0.9093128442764282,0.3340667188167572,0.9971927404403687
3,0.8255367279052734,0.6808549761772156,0.001,0.993898332118988,0.9264006018638611,0.31166866421699524,0.9969485998153687
4,0.8466358780860901,0.6271262764930725,0.001,0.9943708181381226,0.9336018562316895,0.30185166001319885,0.9967045187950134
5,0.8618181943893433,0.5695621967315674,0.001,0.9945762753486633,0.9444648027420044,0.27773937582969666,0.995728075504303
6,0.868659496307373,0.5538007616996765,0.001,0.9944735765457153,0.9404369592666626,0.2721976041793823,0.9969485998153687
7,0.877616822719574,0.5166147947311401,0.001,0.9955213069915771,0.9392163753509521,0.2702433466911316,0.9970706701278687
8,0.8869645595550537,0.49151554703712463,0.001,0.9951925873756409,0.9430001378059387,0.2289646565914154,0.9971927404403687
9,0.8893887996673584,0.4867502748966217,0.001,0.9956856966018677,0.9469059109687805,0.2558945417404175,0.9965824484825134
10,0.8925321102142334,0.46761494874954224,0.001,0.9959732890129089,0.952154278755188,0.2299691140651703,0.9974368214607239
11,0.8964766263961792,0.45714709162712097,0.001,0.9959938526153564,0.9510557651519775,0.22495748102664948,0.9971927404403687
12,0.8978942036628723,0.4479539394378662,0.001,0.9965690970420837,0.9484925866127014,0.20201139152050018,0.9975588917732239
13,0.8991268873214722,0.4362346827983856,0.001,0.9958910942077637,0.9544733166694641,0.2046012133359909,0.9971927404403687
14,0.9037699103355408,0.4283813536167145,0.001,0.9959116578102112,0.9598437547683716,0.20658418536186218,0.9978029727935791
15,0.9042835235595703,0.42090368270874023,0.001,0.9960143566131592,0.9587452411651611,0.19115284085273743,0.9973147511482239
16,0.9049409627914429,0.41548657417297363,0.001,0.9965896010398865,0.9503234624862671,0.2106795608997345,0.9974368214607239
17,0.9079198837280273,0.416334331035614,0.001,0.9961581826210022,0.9553276896476746,0.19517798721790314,0.9974368214607239
18,0.9083513021469116,0.39951950311660767,0.001,0.9967950582504272,0.9530086517333984,0.21101953089237213,0.9975588917732239
19,0.9122341871261597,0.39467132091522217,0.001,0.9968156218528748,0.9547174572944641,0.19365008175373077,0.9974368214607239
20,0.9106728434562683,0.4022667109966278,0.001,0.9963842034339905,0.9488587975502014,0.22371584177017212,0.9975588917732239
21,0.9123574495315552,0.3849685490131378,0.001,0.996610164642334,0.956426203250885,0.21291105449199677,0.9974368214607239
22,0.9159938097000122,0.3741673529148102,0.0005,0.9970621466636658,0.9626510143280029,0.1949511468410492,0.9975588917732239
23,0.9199383854866028,0.36580756306648254,0.0005,0.9971854090690613,0.9643598198890686,0.18600228428840637,0.9979250431060791
