epoch,accuracy,loss,lr,top5,val_accuracy,val_loss,val_top5
0,0.4302312731742859,2.9811129570007324,0.001,0.8107550740242004,0.8370834589004517,1.2492843866348267,0.9955735802650452
1,0.6910002827644348,1.5146158933639526,0.001,0.9829200506210327,0.9064306020736694,0.9480536580085754,0.9958195090293884
2,0.7526609301567078,1.209447979927063,0.001,0.9902201294898987,0.9060617089271545,0.8577409386634827,0.9964342713356018
3,0.7844803333282471,1.07308828830719,0.001,0.9920312166213989,0.911348819732666,0.80059415102005,0.9969261288642883
4,0.808247447013855,0.9668409824371338,0.001,0.9931457042694092,0.9311447143554688,0.6927911043167114,0.9976638555526733
5,0.8283923268318176,0.8509885668754578,0.001,0.9948732256889343,0.921923041343689,0.6938925981521606,0.9970490336418152
6,0.8377264142036438,0.8445766568183899,0.001,0.9955140948295593,0.9317594766616821,0.6725668907165527,0.9976638555526733
7,0.8508219718933105,0.7837918996810913,0.001,0.9954861998558044,0.9385220408439636,0.6703554391860962,0.9984015822410583
8,0.8567846417427063,0.7374672293663025,0.001,0.9957926869392395,0.9285626411437988,0.6719006896018982,0.9980326890945435
9,0.8665087819099426,0.6970338821411133,0.001,0.9963220953941345,0.9403663873672485,0.5641122460365295,0.9980326890945435
10,0.870047390460968,0.6969393491744995,0.001,0.9962385296821594,0.952170193195343,0.5795974731445312,0.9984015822410583
11,0.8739481568336487,0.6594722270965576,0.001,0.9965171217918396,0.9499569535255432,0.556492805480957,0.99852454662323
12,0.8796879649162292,0.6357918381690979,0.001,0.9961549043655396,0.9438091516494751,0.702151894569397,0.9984015822410583
13,0.8813875913619995,0.6306024789810181,0.001,0.9966285824775696,0.9278249144554138,0.5892702341079712,0.99852454662323
14,0.8874059915542603,0.6068440079689026,0.001,0.9973530173301697,0.9515553712844849,0.5397878885269165,0.99852454662323
15,0.8922262191772461,0.5817200541496277,0.001,0.9971022605895996,0.9312676787376404,0.7098265886306763,0.9982786178588867
16,0.8976873755455017,0.5581555366516113,0.001,0.9969072341918945,0.9518013000488281,0.7905054092407227,0.9984015822410583
17,0.8985790014266968,0.5482128262519836,0.001,0.9974365830421448,0.9503258466720581,0.7367121577262878,0.9981556534767151
18,0.9014488458633423,0.5383375883102417,0.0005,0.9973251819610596,0.9583179354667664,0.6348424553871155,0.9982786178588867
19,0.908637523651123,0.49323052167892456,0.0005,0.9977709650993347,0.9578261375427246,0.6924477219581604,0.9984015822410583
20,0.9126497507095337,0.4823337197303772,0.0005,0.9976595044136047,0.9531537890434265,0.5986799001693726,0.99852454662323
21,0.9115909934043884,0.4721205532550812,0.0005,0.9980217218399048,0.9588097929954529,0.4877455532550812,0.9984015822410583
22,0.9127612113952637,0.4703766703605652,0.0005,0.9978266954421997,0.9580720663070679,0.6170711517333984,0.9982786178588867
23,0.915408194065094,0.472883403301239,0.0005,0.9977988004684448,0.9632362127304077,0.5583990216255188,0.9984015822410583
24,0.9172750115394592,0.4558340311050415,0.0005,0.9984396696090698,0.9695069193840027,0.5517639517784119,0.9982786178588867
25,0.9190303683280945,0.44862523674964905,0.0005,0.9983839392662048,0.9602852463722229,0.5769892334938049,0.9981556534767151
26,0.9198383688926697,0.4428943991661072,0.0005,0.9981889128684998,0.9668019413948059,0.593227744102478,0.9982786178588867
27,0.9205906987190247,0.4485400319099426,0.0005,0.9982446432113647,0.9696298837661743,0.5136076211929321,0.9982786178588867
28,0.9199219942092896,0.42896243929862976,0.0005,0.9980774521827698,0.9691380858421326,0.6505281329154968,0.9982786178588867
29,0.9252437949180603,0.41508346796035767,0.0005,0.9979938864707947,0.9655723571777344,0.5935621857643127,0.9982786178588867
30,0.9253830909729004,0.4110721945762634,0.0005,0.9979938864707947,0.9735645055770874,0.5866473317146301,0.9982786178588867
31,0.9252437949180603,0.42511656880378723,0.0005,0.9981331825256348,0.9708594679832458,0.5014304518699646,0.9984015822410583
32,0.9268598556518555,0.42094674706459045,0.0005,0.9979659914970398,0.9711053967475891,0.5182493925094604,0.9982786178588867
33,0.9273056387901306,0.40247875452041626,0.0005,0.9983282089233398,0.9706135392189026,0.5622090697288513,0.9981556534767151
34,0.9262468814849854,0.41419729590415955,0.0005,0.9983003735542297,0.9717201590538025,0.6000810265541077,0.9984015822410583
35,0.9274449944496155,0.4047316610813141,0.0005,0.9982167482376099,0.9681544303894043,0.5290297269821167,0.9982786178588867
36,0.9284201860427856,0.41283583641052246,0.0005,0.9980217218399048,0.9654493927955627,0.7170098423957825,0.9981556534767151
37,0.9288938641548157,0.39718925952911377,0.0005,0.9983282089233398,0.9632362127304077,0.5742857456207275,0.9981556534767151
38,0.9288938641548157,0.39170897006988525,0.00025,0.9981610178947449,0.9693840146064758,0.5725077390670776,0.9981556534767151
39,0.9310950040817261,0.37574902176856995,0.00025,0.9983839392662048,0.9702447056770325,0.6149858236312866,0.9982786178588867
40,0.9348008036613464,0.36061519384384155,0.00025,0.9985232949256897,0.9731956124305725,0.6171237230300903,0.9982786178588867
41,0.9369462132453918,0.3702937662601471,0.00025,0.9984953999519348,0.9659412503242493,0.6481181383132935,0.9982786178588867
42,0.9340484738349915,0.35204416513442993,0.00025,0.9985232949256897,0.9727038145065308,0.5618816614151001,0.9984015822410583
43,0.9351072907447815,0.3659326434135437,0.00025,0.9983561038970947,0.9722119569778442,0.49825534224510193,0.9982786178588867
44,0.9346336126327515,0.3626852035522461,0.00025,0.9988297820091248,0.979958176612854,0.5261448621749878,0.9982786178588867
