epoch,accuracy,loss,lr,top5,val_accuracy,val_loss,val_top5
0,0.4575715959072113,2.5202794075012207,0.001,0.8340127468109131,0.8223288059234619,0.7767550945281982,0.9961883425712585
1,0.7174190282821655,1.2437829971313477,0.001,0.9886207580566406,0.8601992130279541,0.585391104221344,0.9964342713356018
2,0.7791671752929688,1.0291228294372559,0.001,0.9923221468925476,0.8920447826385498,0.502503514289856,0.9974179267883301
3,0.8106290102005005,0.9015759825706482,0.001,0.9940477609634399,0.9372925162315369,0.39774635434150696,0.9980326890945435
4,0.8323871493339539,0.8250356316566467,0.001,0.994748055934906,0.9096274375915527,0.452167809009552,0.997786819934845
5,0.8463423848152161,0.7556412220001221,0.001,0.9956483840942383,0.9411041140556335,0.3358810842037201,0.9980326890945435
6,0.8578966856002808,0.7102417349815369,0.001,0.9959985017776489,0.9460223913192749,0.3502560555934906,0.9980326890945435
7,0.8669500946998596,0.6884747743606567,0.001,0.9961235523223877,0.9470060467720032,0.3774806559085846,0.9981556534767151
8,0.8718269467353821,0.6620402336120605,0.001,0.9965736865997314,0.94417804479599,0.3581010401248932,0.9980326890945435
9,0.8803801536560059,0.6289488077163696,0.001,0.9965487122535706,0.9606541395187378,0.28805699944496155,0.9982786178588867
10,0.8866074681282043,0.6061930656433105,0.001,0.996823787689209,0.9594245553016663,0.3058713376522064,0.9980326890945435
11,0.8897836804389954,0.59306401014328,0.001,0.9966987371444702,0.9570884108543396,0.3207632303237915,0.9982786178588867
12,0.8928348422050476,0.5749785900115967,0.001,0.9969988465309143,0.953645646572113,0.28467363119125366,0.9980326890945435
13,0.8985369801521301,0.5595676302909851,0.001,0.9965987205505371,0.9626213908195496,0.29425540566444397,0.9981556534767151
14,0.9008878469467163,0.5372499823570251,0.001,0.9972489476203918,0.955489993095398,0.2702886462211609,0.9981556534767151
15,0.9009628891944885,0.5456287860870361,0.001,0.9970738887786865,0.9579491019248962,0.3509199321269989,0.9979097247123718
16,0.9049893617630005,0.523627519607544,0.001,0.9973990321159363,0.9602852463722229,0.3036539554595947,0.9980326890945435
17,0.9054145216941833,0.5194404125213623,0.001,0.9976741075515747,0.9658182859420776,0.26002606749534607,0.9982786178588867
18,0.9110416173934937,0.5083564519882202,0.001,0.9973990321159363,0.9648346304893494,0.23195992410182953,0.9982786178588867
19,0.9115168452262878,0.48922520875930786,0.001,0.9973739981651306,0.9691380858421326,0.22654268145561218,0.9980326890945435
20,0.9118169546127319,0.49823611974716187,0.001,0.997223973274231,0.9681544303894043,0.2703854441642761,0.9984015822410583
21,0.912642240524292,0.4911889433860779,0.001,0.9976491332054138,0.970490574836731,0.26043277978897095,0.9982786178588867
22,0.9138426780700684,0.4815136194229126,0.001,0.9976240992546082,0.9648346304893494,0.24742543697357178,0.99852454662323
23,0.9169188737869263,0.4691455066204071,0.001,0.99784916639328,0.9749169945716858,0.2174689918756485,0.9981556534767151
24,0.91736900806427,0.4697349965572357,0.001,0.9976240992546082,0.9687691926956177,0.2223026305437088,0.99852454662323
25,0.9197699427604675,0.45325225591659546,0.001,0.9976991415023804,0.9741792678833008,0.21111656725406647,0.99852454662323
26,0.9198199510574341,0.45973828434944153,0.001,0.9977991580963135,0.975162923336029,0.22087500989437103,0.9981556534767151
27,0.9233212471008301,0.44694486260414124,0.001,0.9979992508888245,0.9722119569778442,0.21694251894950867,0.9984015822410583
28,0.9194197654724121,0.4482397735118866,0.001,0.9979242086410522,0.9733185768127441,0.2052895426750183,0.9982786178588867
29,0.9207202792167664,0.4479464888572693,0.001,0.997724175453186,0.9715971946716309,0.22809134423732758,0.9981556534767151
30,0.9243966341018677,0.4393872916698456,0.001,0.9980242848396301,0.9632362127304077,0.32782018184661865,0.9981556534767151
31,0.9223208427429199,0.4485718309879303,0.001,0.997724175453186,0.9674167037010193,0.22061783075332642,0.9981556534767151
32,0.9235963225364685,0.43821871280670166,0.001,0.9980992674827576,0.9794663786888123,0.19337686896324158,0.9981556534767151
33,0.9253970384597778,0.42615941166877747,0.001,0.9978742003440857,0.9655723571777344,0.2407875806093216,0.9980326890945435
34,0.9258221983909607,0.4269838035106659,0.001,0.9981743097305298,0.9685233235359192,0.2860787808895111,0.9982786178588867
35,0.9261723160743713,0.43550702929496765,0.001,0.9979742169380188,0.9638509750366211,0.2701737582683563,0.9981556534767151
36,0.9262223243713379,0.42458203434944153,0.001,0.9981493353843689,0.9779909253120422,0.19128979742527008,0.9982786178588867
37,0.9273977875709534,0.41815096139907837,0.001,0.997724175453186,0.965695321559906,0.2608200013637543,0.9981556534767151
38,0.9277729392051697,0.4255242645740509,0.001,0.9979992508888245,0.9627443552017212,0.21830077469348907,0.9982786178588867
39,0.9289983510971069,0.40783289074897766,0.001,0.9981493353843689,0.9738103747367859,0.24359966814517975,0.9982786178588867
40,0.9341253042221069,0.38077348470687866,0.0005,0.9979742169380188,0.970490574836731,0.2862837016582489,0.9982786178588867
41,0.9362010955810547,0.37399160861968994,0.0005,0.998574435710907,0.9743022322654724,0.20691774785518646,0.99852454662323
42,0.9366512298583984,0.373099684715271,0.0005,0.9980242848396301,0.9749169945716858,0.2059381604194641,0.9984015822410583
43,0.9343253970146179,0.3728196620941162,0.0005,0.998249351978302,0.976269543170929,0.25525179505348206,0.9984015822410583
44,0.9369763731956482,0.3674856722354889,0.0005,0.9984244108200073,0.9763924479484558,0.2092956006526947,0.9982786178588867
45,0.9393772482872009,0.35687175393104553,0.0005,0.9983744025230408,0.9695069193840027,0.2247588336467743,0.9982786178588867
46,0.9394272565841675,0.35423019528388977,0.0005,0.9983243942260742,0.9754088521003723,0.2158644050359726,0.9982786178588867
47,0.9394522905349731,0.35484641790390015,0.00025,0.9985494613647461,0.9727038145065308,0.20882467925548553,0.9981556534767151
